Building ID,Address,Zip,Cohort - Sector,Cohort - Size,Verification Year,Community Area Name,Community Area Number,Ward,Latitude,Longitude,Location
159810,5225 N Kenmore Ave,60640,Residential,"> 250,000 Sq Ft",2021,EDGEWATER,77,48,41.97711174,-87.65609495,"(41.97711174, -87.65609495)"
251905,2010 N Central Park Ave,60647,Municipal,"50,000 - 250,000 Sq Ft",2019,LOGAN SQUARE,22,26,41.91774866,-87.71712677,"(41.91774866, -87.71712677)"
120010,1001 N Crosby,60610,Commercial,"50,000 - 250,000 Sq Ft",2021,NEAR NORTH SIDE,8,27,41.90074351,-87.64378548,"(41.90074351, -87.64378548)"
251759,5900 N Winthrop Ave,60660,Municipal,"50,000 - 250,000 Sq Ft",2019,EDGEWATER,77,48,41.9892048,-87.65861709,"(41.9892048, -87.65861709)"
242654,1660 N LaSalle St,60614,Residential,"> 250,000 Sq Ft",2021,LINCOLN PARK,7,2,41.91255964,-87.63354558,"(41.91255964, -87.63354558)"
175257,2255 S MICHIGAN AVE,60616,Residential,"50,000 - 250,000 Sq Ft",2019,NEAR SOUTH SIDE,33,3,41.84550365,-87.63055693,"(41.84550365, -87.63055693)"
136487,800 E 55th St,60615,Commercial,"50,000 - 250,000 Sq Ft",2019,HYDE PARK,41,5,41.79554344,-87.60569126,"(41.79554344, -87.60569126)"
251552,245 W 51ST ST,60609,Municipal,"50,000 - 250,000 Sq Ft",2019,FULLER PARK,37,3,41.8012409,-87.63256814,"(41.8012409, -87.63256814)"
114228,331 S PEORIA ST,60607,Residential,"50,000 - 250,000 Sq Ft",2019,NEAR WEST SIDE,28,25,41.87399385,-87.651678,"(41.87399385, -87.651678)"
251395,3527 S Wallace St,60609,Municipal,"50,000 - 250,000 Sq Ft",2019,BRIDGEPORT,60,11,41.83035712,-87.64086107,"(41.83035712, -87.64086107)"
236345,10 E Ontario St,60611,Residential,"> 250,000 Sq Ft",2021,NEAR NORTH SIDE,8,42,41.893322,-87.62772,"(41.893322, -87.62772)"
175603,1701 - 1741 W Howard St,60626,Commercial,"50,000 - 250,000 Sq Ft",2021,ROGERS PARK,1,49,42.019356,-87.67389,"(42.019356, -87.67389)"
136695,3636 3646 S IRON ST,60609,Commercial,"50,000 - 250,000 Sq Ft",2019,MCKINLEY PARK,59,11,41.82776094,-87.65952686,"(41.82776094, -87.65952686)"
235970,5100 N Marine Dr,60640,Residential,"> 250,000 Sq Ft",2021,UPTOWN,3,48,41.97565447,-87.65244868,"(41.97565447, -87.65244868)"
236366,1700 E 56th St,60637,Residential,"> 250,000 Sq Ft",2021,HYDE PARK,41,5,41.79375332,-87.5832183,"(41.79375332, -87.5832183)"
251391,533 W 27th St,60616,Municipal,"50,000 - 250,000 Sq Ft",2019,BRIDGEPORT,60,11,41.84420966,-87.64111579,"(41.84420966, -87.64111579)"
101751,7500 S SOUTH SHORE DR,60649,Residential,"50,000 - 250,000 Sq Ft",2019,SOUTH SHORE,43,7,41.76259226,-87.57231648,"(41.76259226, -87.57231648)"
251883,4525 N Kenmore Ave,60640,Residential,"50,000 - 250,000 Sq Ft",2019,UPTOWN,3,46,41.96435855,-87.65577306,"(41.96435855, -87.65577306)"
242537,1560 N Sandburg Ter,60610,Residential,"> 250,000 Sq Ft",2019,NEAR NORTH SIDE,8,2,41.9104154,-87.63270387,"(41.9104154, -87.63270387)"
255931,5748 N Hermitage Ave,60660,Residential,"50,000 - 250,000 Sq Ft",2019,EDGEWATER,77,40,41.99013,-87.66068,"(41.99013, -87.66068)"
250147,820 W Jackson Blvd,60607,Commercial,"50,000 - 250,000 Sq Ft",2019,NEAR WEST SIDE,28,27,41.8782695,-87.64808396,"(41.8782695, -87.64808396)"
175523,222 W Hubbard St,60654,Commercial,"50,000 - 250,000 Sq Ft",2019,NEAR NORTH SIDE,8,42,41.89022006,-87.63488473,"(41.89022006, -87.63488473)"
132821,2550 2558 S WABASH AVE,60616,Commercial,"50,000 - 250,000 Sq Ft",2019,NEAR SOUTH SIDE,33,3,41.84575601,-87.62545103,"(41.84575601, -87.62545103)"
255929,2911 W 47Th St,60632,Commercial,"50,000 - 250,000 Sq Ft",2019,BRIGHTON PARK,58,14,41.81528,-87.70264,"(41.81528, -87.70264)"
251386,2128 S St Louis Ave,60623,Municipal,"50,000 - 250,000 Sq Ft",2019,NORTH LAWNDALE,29,24,41.85258636,-87.71279786,"(41.85258636, -87.71279786)"
160214,700 W Fullerton Ave,60614,Commercial,"> 250,000 Sq Ft",2019,LINCOLN PARK,7,43,41.92548708,-87.64643712,"(41.92548708, -87.64643712)"
254358,17 W 36TH ST,60609,Residential,"50,000 - 250,000 Sq Ft",2019,Douglas,35,3,41.80852134,-87.66802475,"(41.80852134, -87.66802475)"
172608,1737 - 1829 W Fullerton Ave,60614,Commercial,"50,000 - 250,000 Sq Ft",2021,LINCOLN PARK,7,32,41.92477486,-87.67193555,"(41.92477486, -87.67193555)"
172529,5 E 14th Pl,60605,Residential,"50,000 - 250,000 Sq Ft",2021,NEAR SOUTH SIDE,33,3,41.86215282,-87.62699452,"(41.86215282, -87.62699452)"
111038,600 N Lake Shore Dr,60611,Residential,"> 250,000 Sq Ft",2021,NEAR NORTH SIDE,8,42,41.89281,-87.61458,"(41.89281, -87.61458)"
251718,4728 N Wolcott Ave,60640,Municipal,"50,000 - 250,000 Sq Ft",2019,LINCOLN SQUARE,4,47,41.96819459,-87.6766515,"(41.96819459, -87.6766515)"
156076,1340 S Damen Ave,60608,Commercial,"50,000 - 250,000 Sq Ft",2019,NEAR WEST SIDE,28,28,41.863952,-87.676202,"(41.863952, -87.676202)"
101177,6901 6921 S PAXTON AVE,60649,Residential,"50,000 - 250,000 Sq Ft",2019,SOUTH SHORE,43,5,41.76259226,-87.57231648,"(41.76259226, -87.57231648)"
101021,5515 5525 S EVERETT AVE,60637,Residential,"50,000 - 250,000 Sq Ft",2019,HYDE PARK,41,5,41.78046327,-87.6053081,"(41.78046327, -87.6053081)"
100019,411 - 415 S Wells St,60607,Commercial,"50,000 - 250,000 Sq Ft",2019,LOOP,32,25,41.87642552,-87.63335549,"(41.87642552, -87.63335549)"
175898,3622 S STATE ST,60609,Residential,"50,000 - 250,000 Sq Ft",2019,DOUGLAS,35,3,41.81195152,-87.65512794,"(41.81195152, -87.65512794)"
172307,1828 S WENTWORTH AVE,60616,Residential,"50,000 - 250,000 Sq Ft",2019,ARMOUR SQUARE,34,25,41.84550365,-87.63055693,"(41.84550365, -87.63055693)"
160425,850 N State St,60610,Residential,"> 250,000 Sq Ft",2019,NEAR NORTH SIDE,8,2,41.89836069,-87.62862299,"(41.89836069, -87.62862299)"
251742,5410 S St Louis Ave,60632,Municipal,"50,000 - 250,000 Sq Ft",2019,GAGE PARK,63,14,41.794939,-87.710978,"(41.794939, -87.710978)"
173494,5332 N DELPHIA AVE,60656,Residential,"50,000 - 250,000 Sq Ft",2021,OHARE,76,41,41.97087009,-87.79892589,"(41.97087009, -87.79892589)"
239994,1500 W Monroe St,60607,Residential,"> 250,000 Sq Ft",2021,NEAR WEST SIDE,28,28,41.88047306,-87.66494946,"(41.88047306, -87.66494946)"
255027,720 S WELLS ST,60607,Residential,"> 250,000 Sq Ft",2019,Loop,32,25,41.87284786,-87.63364515,"(41.87284786, -87.63364515)"
251373,2233 W Ohio St,60612,Municipal,"50,000 - 250,000 Sq Ft",2019,WEST TOWN,24,26,41.89196664,-87.68318157,"(41.89196664, -87.68318157)"
103604,525 W Monroe St,60661,Commercial,"> 250,000 Sq Ft",2019,NEAR WEST SIDE,28,42,41.880543,-87.640541,"(41.880543, -87.640541)"
251387,4414 S Evans Ave,60653,Municipal,"50,000 - 250,000 Sq Ft",2019,GRAND BOULEVARD,38,3,41.81407609,-87.60874931,"(41.81407609, -87.60874931)"
254571,1664 W Division St,60622,Residential,"50,000 - 250,000 Sq Ft",2021,West Town,24,1,41.90327181,-87.67473022,"(41.90327181, -87.67473022)"
251372,3212 W George St,60618,Municipal,"50,000 - 250,000 Sq Ft",2019,AVONDALE,21,35,41.93427,-87.70801024,"(41.93427, -87.70801024)"
135181,350 W Hubbard St,60654,Commercial,"50,000 - 250,000 Sq Ft",2021,NEAR NORTH SIDE,8,42,41.88994802,-87.63762147,"(41.88994802, -87.63762147)"
254364,28 N FRANKLIN ST,60606,Commercial,"50,000 - 250,000 Sq Ft",2021,Loop,32,42,41.88319104,-87.63527825,"(41.88319104, -87.63527825)"
132551,5001 - 5013 S Michigan Ave,60615,Commercial,"50,000 - 250,000 Sq Ft",2021,GRAND BOULEVARD,38,3,41.80355575,-87.62228666,"(41.80355575, -87.62228666)"
251745,5110 N Damen Ave,60625,Municipal,"50,000 - 250,000 Sq Ft",2019,LINCOLN SQUARE,4,40,41.97462468,-87.68031709,"(41.97462468, -87.68031709)"
112638,1100 S Hamilton Ave,60612,Commercial,"> 250,000 Sq Ft",2019,NEAR WEST SIDE,28,27,41.867488,-87.680301,"(41.867488, -87.680301)"
103778,4646 N Marine Dr,60640,Commercial,"> 250,000 Sq Ft",2021,UPTOWN,3,46,41.96683175,-87.64961847,"(41.96683175, -87.64961847)"
251427,6646 S Normal,60621,Municipal,"50,000 - 250,000 Sq Ft",2019,ENGLEWOOD,68,6,41.773223,-87.636873,"(41.773223, -87.636873)"
254174,4200 W Diversey Ave,60639,Commercial,"50,000 - 250,000 Sq Ft",2019,Hermosa,20,31,41.9203976,-87.7562,"(41.9203976, -87.7562)"
172401,110 N Carpenter St,60607,Commercial,"50,000 - 250,000 Sq Ft",2019,NEAR WEST SIDE,28,27,41.883365,-87.653256,"(41.883365, -87.653256)"
254387,707 N WELLS ST,60654,Residential,"50,000 - 250,000 Sq Ft",2020,NEAR NORTH SIDE,8,42,41.8921691,-87.63413579,"(41.8921691, -87.63413579)"
119757,4433 S Pulaski Rd,60632,Commercial,"> 250,000 Sq Ft",2021,ARCHER HEIGHTS,57,14,41.8125112,-87.72197845,"(41.8125112, -87.72197845)"
251540,6200 S RACINE,60636,Municipal,"50,000 - 250,000 Sq Ft",2019,WEST ENGLEWOOD,67,16,41.78133068,-87.65457244,"(41.78133068, -87.65457244)"
251443,7401 S Dorchester,60619,Municipal,"50,000 - 250,000 Sq Ft",2019,SOUTH SHORE,43,8,41.760452,-87.590792,"(41.760452, -87.590792)"
105472,5816 N SHERIDAN RD,60660,Residential,"50,000 - 250,000 Sq Ft",2019,EDGEWATER,77,48,41.99090057,-87.66660744,"(41.99090057, -87.66660744)"
117005,1343 N CLEVELAND AVE,60610,Residential,"50,000 - 250,000 Sq Ft",2019,NEAR NORTH SIDE,8,27,41.9037528,-87.63558845,"(41.9037528, -87.63558845)"
164537,800 W Lawrence Ave,60640,Residential,"50,000 - 250,000 Sq Ft",2019,UPTOWN,3,46,41.96940223,-87.65096505,"(41.96940223, -87.65096505)"
251414,6650 S Ellis Ave,60637,Municipal,"50,000 - 250,000 Sq Ft",2019,WOODLAWN,42,5,41.77374217,-87.60122846,"(41.77374217, -87.60122846)"
251860,1250 W Erie St,60642,Municipal,"50,000 - 250,000 Sq Ft",2019,WEST TOWN,24,1,41.89351801,-87.65846098,"(41.89351801, -87.65846098)"
260184,2728 N HAMPDEN CT,60614,Residential,"50,000 - 250,000 Sq Ft",2019,LINCOLN PARK,7,43,41.92201051,-87.65461957,"(41.92201051, -87.65461957)"
175785,2532 2554 NARRAGANSETT AVE,60639,Commercial,"50,000 - 250,000 Sq Ft",2019,BELMONT CRAGIN,19,36,41.92643282,-87.78559086,"(41.92643282, -87.78559086)"
251889,4310 N Melvina Ave,60634,Municipal,"50,000 - 250,000 Sq Ft",2019,PORTAGE PARK,15,38,41.95925122,-87.78261967,"(41.95925122, -87.78261967)"
254022,220 E Walton Pl,60611,Residential,"50,000 - 250,000 Sq Ft",2019,NEAR NORTH SIDE,8,2,41.8957877,-87.62247,"(41.8957877, -87.62247)"
251599,1940 W 18th St,60608,Municipal,"50,000 - 250,000 Sq Ft",2019,LOWER WEST SIDE,31,25,41.85797637,-87.67512452,"(41.85797637, -87.67512452)"
251965,3445 3481 S King Dr,60616,Commercial,"50,000 - 250,000 Sq Ft",2019,DOUGLAS,35,4,41.83150912,-87.61643436,"(41.83150912, -87.61643436)"
255939,5334 S State St,60609,Commercial,"50,000 - 250,000 Sq Ft",2019,WASHINGTON PARK,40,3,41.8083,-87.66875,"(41.8083, -87.66875)"
159982,9141 - 9177 S South Chicago Ave,60617,Municipal,"50,000 - 250,000 Sq Ft",2019,SOUTH CHICAGO,46,7,41.72901449,-87.55425891,"(41.72901449, -87.55425891)"
160280,118 E Erie St,60611,Residential,"> 250,000 Sq Ft",2019,NEAR NORTH SIDE,8,42,41.89444458,-87.62463695,"(41.89444458, -87.62463695)"
175521,5460 5470 S HARPER AVE,60615,Residential,"50,000 - 250,000 Sq Ft",2019,HYDE PARK,41,5,41.80224043,-87.60332678,"(41.80224043, -87.60332678)"
251744,3900 N Lawndale Ave,60618,Municipal,"50,000 - 250,000 Sq Ft",2019,IRVING PARK,16,45,41.95226382,-87.72084334,"(41.95226382, -87.72084334)"
175221,7646 S ESSEX AVE,60649,Residential,"50,000 - 250,000 Sq Ft",2019,SOUTH SHORE,43,7,41.76259226,-87.57231648,"(41.76259226, -87.57231648)"
255024,2501 W ARMITAGE AVE,60647,Commercial,"50,000 - 250,000 Sq Ft",2021,Logan Square,22,1,41.9174848,-87.68993285,"(41.9174848, -87.68993285)"
162409,1100 E 55TH ST,60615,Commercial,"50,000 - 250,000 Sq Ft",2019,HYDE PARK,41,5,41.79561195,-87.59892449,"(41.79561195, -87.59892449)"
104374,6000 N SHERIDAN RD,60660,Residential,"50,000 - 250,000 Sq Ft",2019,EDGEWATER,77,48,41.99090057,-87.66660744,"(41.99090057, -87.66660744)"
159983,7251 S SOUTH SHORE DR,60649,Residential,"> 250,000 Sq Ft",2021,SOUTH SHORE,43,7,41.76487407,-87.56085486,"(41.76487407, -87.56085486)"
251442,646 W 71st St,60621,Municipal,"50,000 - 250,000 Sq Ft",2019,ENGLEWOOD,68,6,41.76558463,-87.64137185,"(41.76558463, -87.64137185)"
251626,4929 N Sawyer Ave,60625,Municipal,"50,000 - 250,000 Sq Ft",2019,ALBANY PARK,14,33,41.97110197,-87.70939495,"(41.97110197, -87.70939495)"
250075,200 W 95th St,60628,Municipal,"50,000 - 250,000 Sq Ft",2019,ROSELAND,49,21,41.72174884,-87.6288572,"(41.72174884, -87.6288572)"
122005,5320 S Pulaski Rd,60632,Commercial,"50,000 - 250,000 Sq Ft",2021,WEST ELSDON,62,23,41.79586453,-87.72502577,"(41.79586453, -87.72502577)"
254345,255 W 69th St,60621,Residential,"50,000 - 250,000 Sq Ft",2021,Greater Grand Crossing,69,6,41.7739118,-87.63872,"(41.7739118, -87.63872)"
172707,4006 4016 N AUSTIN AVE,60634,Residential,"50,000 - 250,000 Sq Ft",2019,PORTAGE PARK,15,38,41.94530408,-87.80186746,"(41.94530408, -87.80186746)"
103770,333 S LaSalle St,60604,Commercial,"> 250,000 Sq Ft",2019,LOOP,32,42,41.877735,-87.631723,"(41.877735, -87.631723)"
250142,850 W Jackson Blvd,60607,Commercial,"50,000 - 250,000 Sq Ft",2019,NEAR WEST SIDE,28,25,41.87816461,-87.64925147,"(41.87816461, -87.64925147)"
101753,222 S Riverside Plz,60606,Commercial,"> 250,000 Sq Ft",2019,NEAR WEST SIDE,28,42,41.8787371,-87.63898537,"(41.8787371, -87.63898537)"
243345,6301 N Sheridan Rd,60660,Residential,"> 250,000 Sq Ft",2021,EDGEWATER,77,48,41.99668692,-87.65474889,"(41.99668692, -87.65474889)"
119128,440 N Wells St,60654,Commercial,"50,000 - 250,000 Sq Ft",2019,NEAR NORTH SIDE,8,42,41.8902394,-87.63405731,"(41.8902394, -87.63405731)"
251580,9301 S State St,60619,Municipal,"50,000 - 250,000 Sq Ft",2019,ROSELAND,49,9,41.72471299,-87.62320762,"(41.72471299, -87.62320762)"
104836,445 W BARRY AVE,60657,Residential,"50,000 - 250,000 Sq Ft",2019,LAKE VIEW,6,44,41.9398511,-87.65844752,"(41.9398511, -87.65844752)"
129344,2300 2308 W DIVERSEY AVE,60647,Residential,"50,000 - 250,000 Sq Ft",2019,LOGAN SQUARE,22,32,41.92075046,-87.70152825,"(41.92075046, -87.70152825)"
251407,2851 N Seminary Ave,60657,Municipal,"50,000 - 250,000 Sq Ft",2019,LAKE VIEW,6,44,41.93397716,-87.65582732,"(41.93397716, -87.65582732)"
255028,1001 S STATE ST,60605,Residential,"> 250,000 Sq Ft",2021,Loop,32,4,41.869863,-87.62736512,"(41.869863, -87.62736512)"
251884,5631 S Kimbark Ave,60637,Municipal,"50,000 - 250,000 Sq Ft",2019,HYDE PARK,41,5,41.79231813,-87.59440361,"(41.79231813, -87.59440361)"
250034,5917 N Broadway Ave,60660,Municipal,"50,000 - 250,000 Sq Ft",2019,EDGEWATER,77,48,41.9891405,-87.65967018,"(41.9891405, -87.65967018)"
251464,6020 S Langely Ave,60637,Municipal,"50,000 - 250,000 Sq Ft",2019,WOODLAWN,42,20,41.78535521,-87.60906725,"(41.78535521, -87.60906725)"
156414,1313 N Claremont Ave,60622,Municipal,"50,000 - 250,000 Sq Ft",2019,WEST TOWN,24,1,41.90580095,-87.68552861,"(41.90580095, -87.68552861)"
242172,2 E Oak St,60611,Residential,"> 250,000 Sq Ft",2021,NEAR NORTH SIDE,8,42,41.900744,-87.6282,"(41.900744, -87.6282)"
102270,2700 2714 N SPAULDING AVE,60647,Residential,"50,000 - 250,000 Sq Ft",2019,LOGAN SQUARE,22,35,41.92075046,-87.70152825,"(41.92075046, -87.70152825)"
163619,211 E Ohio St,60611,Residential,"> 250,000 Sq Ft",2021,NEAR NORTH SIDE,8,42,41.89216271,-87.62132858,"(41.89216271, -87.62132858)"
114120,1169 S PLYMOUTH CT,60605,Residential,"50,000 - 250,000 Sq Ft",2019,LOOP,32,4,41.86863212,-87.62730687,"(41.86863212, -87.62730687)"
156373,225 W Ohio St,60654,Commercial,"50,000 - 250,000 Sq Ft",2019,NEAR NORTH SIDE,8,42,41.89234316,-87.63534055,"(41.89234316, -87.63534055)"
254064,1411 N State Pkwy,60610,Residential,"50,000 - 250,000 Sq Ft",2019,NEAR NORTH SIDE,8,43,41.8842525,-87.63245,"(41.8842525, -87.63245)"
175130,5925 N PAULINA ST,60660,Residential,"50,000 - 250,000 Sq Ft",2019,EDGEWATER,77,40,41.99090057,-87.66660744,"(41.99090057, -87.66660744)"
252056,1115 - 1125 E 58th St,60637,Commercial,"50,000 - 250,000 Sq Ft",2021,HYDE PARK,41,5,41.78900616,-87.59865492,"(41.78900616, -87.59865492)"
255504,601 W Polk Street,60607,Commercial,"50,000 - 250,000 Sq Ft",2019,Near West Side,28,25,41.88,-87.6548399,"(41.88, -87.6548399)"
173655,15 E Ohio St,60611,Residential,"50,000 - 250,000 Sq Ft",2019,NEAR NORTH SIDE,8,42,41.89224796,-87.62750277,"(41.89224796, -87.62750277)"
159302,6640 50 W Belden Ave,60707,Residential,"> 250,000 Sq Ft",2019,MONTCLARE,18,29,41.92089131,-87.79110941,"(41.92089131, -87.79110941)"
251751,2150 S Laflin St,60608,Municipal,"> 250,000 Sq Ft",2019,LOWER WEST SIDE,31,25,41.85287879,-87.66454081,"(41.85287879, -87.66454081)"
251711,543 N Waller Ave,60644,Municipal,"50,000 - 250,000 Sq Ft",2019,AUSTIN,25,29,41.889941,-87.767696,"(41.889941, -87.767696)"
102455,5807 S Woodlawn Ave,60637,Commercial,"> 250,000 Sq Ft",2021,HYDE PARK,41,5,41.7891404,-87.59555249,"(41.7891404, -87.59555249)"
255946,171 N Aberdeen St,60607,Commercial,"50,000 - 250,000 Sq Ft",2019,NEAR WEST SIDE,28,27,41.88,-87.6548399,"(41.88, -87.6548399)"
115775,6715 6723 S PAXTON AVE,60649,Residential,"50,000 - 250,000 Sq Ft",2019,SOUTH SHORE,43,5,41.76259226,-87.57231648,"(41.76259226, -87.57231648)"
103621,400 410 N Dearborn St,60654,Residential,"> 250,000 Sq Ft",2021,NEAR NORTH SIDE,8,42,41.88948997,-87.62960735,"(41.88948997, -87.62960735)"
157165,1611 S Racine Ave,60608,Municipal,"50,000 - 250,000 Sq Ft",2019,LOWER WEST SIDE,31,25,41.85914429,-87.65602559,"(41.85914429, -87.65602559)"
100431,1100 N Clark St,60610,Commercial,"50,000 - 250,000 Sq Ft",2021,NEAR NORTH SIDE,8,2,41.90237775,-87.63184484,"(41.90237775, -87.63184484)"
244311,3750 N Lake Shore Dr,60613,Residential,"> 250,000 Sq Ft",2021,LAKE VIEW,6,46,41.95173082,-87.64536546,"(41.95173082, -87.64536546)"
158958,7531 S Stony Island Ave,60649,Commercial,"> 250,000 Sq Ft",2019,SOUTH SHORE,43,8,41.75763999,-87.585176,"(41.75763999, -87.585176)"
101913,567 W Lake St,60661,Municipal,"> 250,000 Sq Ft",2019,NEAR WEST SIDE,28,42,41.88528144,-87.64234829,"(41.88528144, -87.64234829)"
254975,367 W LOCUST ST,60610,Residential,"50,000 - 250,000 Sq Ft",2019,NEAR NORTH SIDE,8,27,41.89882922,-87.63808226,"(41.89882922, -87.63808226)"
252048,5801 S Ellis Ave,60637,Commercial,"50,000 - 250,000 Sq Ft",2021,HYDE PARK,41,5,41.78958202,-87.60092774,"(41.78958202, -87.60092774)"
158424,203 209 N WABASH AVE,60601,Commercial,"50,000 - 250,000 Sq Ft",2019,LOOP,32,42,41.88619746,-87.62593056,"(41.88619746, -87.62593056)"
242162,635 N Dearborn St,60654,Residential,"> 250,000 Sq Ft",2021,NEAR NORTH SIDE,8,42,41.89353083,-87.62967379,"(41.89353083, -87.62967379)"
250127,5815 S Maryland Ave,60637,Commercial,"> 250,000 Sq Ft",2019,HYDE PARK,41,5,41.789224,-87.604896,"(41.789224, -87.604896)"
100867,1653 W Congress Pkwy,60612,Commercial,"> 250,000 Sq Ft",2019,NEAR WEST SIDE,28,27,41.875121,-87.668005,"(41.875121, -87.668005)"
255191,1027 East 57th Street,60637,Commercial,"50,000 - 250,000 Sq Ft",2021,Hyde Park,41,5,41.7839855,-87.6155392,"(41.7839855, -87.6155392)"
254978,1101 W WAVELAND AVE,60613,Commercial,"50,000 - 250,000 Sq Ft",2019,Lake View,6,44,41.9489475,-87.65701158,"(41.9489475, -87.65701158)"
133858,344 N Canal St,60606,Commercial,"50,000 - 250,000 Sq Ft",2019,NEAR WEST SIDE,28,42,41.88826884,-87.64036266,"(41.88826884, -87.64036266)"
101410,2400 W BALMORAL AVE,60625,Residential,"50,000 - 250,000 Sq Ft",2019,LINCOLN SQUARE,4,40,41.97208235,-87.70234945,"(41.97208235, -87.70234945)"
251377,3849 W 69th Pl,60629,Municipal,"50,000 - 250,000 Sq Ft",2019,WEST LAWN,65,13,41.76655157,-87.71928277,"(41.76655157, -87.71928277)"
250111,1414 N Damen Ave,60622,Municipal,"50,000 - 250,000 Sq Ft",2019,WEST TOWN,24,1,41.90764706,-87.6777906,"(41.90764706, -87.6777906)"
251734,4343 W Wrightwood Ave,60639,Municipal,"50,000 - 250,000 Sq Ft",2019,HERMOSA,20,31,41.92723729,-87.73604506,"(41.92723729, -87.73604506)"
234374,330 N Jefferson Ct,60661,Residential,"> 250,000 Sq Ft",2019,NEAR WEST SIDE,28,42,41.88774849,-87.64394791,"(41.88774849, -87.64394791)"
101503,5604 5624 S WABASH AVE,60637,Residential,"50,000 - 250,000 Sq Ft",2019,WASHINGTON PARK,40,20,41.78046327,-87.6053081,"(41.78046327, -87.6053081)"
160151,515 N Clark St,60654,Residential,"> 250,000 Sq Ft",2021,NEAR NORTH SIDE,8,42,41.891372,-87.631065,"(41.891372, -87.631065)"
118351,46 64 W Hubbard St,60654,Commercial,"50,000 - 250,000 Sq Ft",2021,NEAR NORTH SIDE,8,42,41.89008636,-87.62978794,"(41.89008636, -87.62978794)"
172610,1730 W Fullerton Ave,60614,Commercial,"> 250,000 Sq Ft",2019,LINCOLN PARK,7,32,41.92636623,-87.67278255,"(41.92636623, -87.67278255)"
251606,646 N Lawndale Ave,60624,Municipal,"50,000 - 250,000 Sq Ft",2019,HUMBOLDT PARK,23,27,41.89330854,-87.71906152,"(41.89330854, -87.71906152)"
101791,55 W Monroe,60603,Commercial,"> 250,000 Sq Ft",2019,LOOP,32,42,41.88038865,-87.6298223,"(41.88038865, -87.6298223)"
251669,3651 W Schubert Ave,60647,Municipal,"50,000 - 250,000 Sq Ft",2019,LOGAN SQUARE,22,35,41.92991773,-87.71918661,"(41.92991773, -87.71918661)"
129652,1247 1249 W MADISON ST,60607,Commercial,"50,000 - 250,000 Sq Ft",2019,NEAR WEST SIDE,28,25,41.87429514,-87.65017516,"(41.87429514, -87.65017516)"
242359,1000 W Washington Blvd,60607,Residential,"> 250,000 Sq Ft",2019,NEAR WEST SIDE,28,27,41.88334345,-87.65266744,"(41.88334345, -87.65266744)"
254034,1609 W Warren Blvd,60612,Residential,"50,000 - 250,000 Sq Ft",2020,Near West Side,28,27,41.8812009,-87.68664,"(41.8812009, -87.68664)"
251788,10155 S Ewing Ave,60617,Commercial,"50,000 - 250,000 Sq Ft",2021,EAST SIDE,52,10,41.710911,-87.535239,"(41.710911, -87.535239)"
250137,75 E Wacker Dr,60601,Residential,"50,000 - 250,000 Sq Ft",2021,LOOP,32,42,41.887778,-87.625661,"(41.887778, -87.625661)"
252061,1313 E 60th St,60637,Commercial,"50,000 - 250,000 Sq Ft",2021,WOODLAWN,42,20,41.7856968,-87.59390347,"(41.7856968, -87.59390347)"
132408,5838 N SHERIDAN RD,60660,Residential,"50,000 - 250,000 Sq Ft",2019,EDGEWATER,77,48,41.9884026,-87.65567064,"(41.9884026, -87.65567064)"
251903,1051 W 13th Ave,60608,Municipal,"50,000 - 250,000 Sq Ft",2019,NEAR WEST SIDE,28,25,41.865212,-87.65546,"(41.865212, -87.65546)"
159649,510 W Belmont Ave,60657,Residential,"> 250,000 Sq Ft",2020,LAKE VIEW,6,44,41.94030774,-87.64275862,"(41.94030774, -87.64275862)"
159416,900 S Clark St,60605,Residential,"> 250,000 Sq Ft",2019,LOOP,32,4,41.87033029,-87.63101446,"(41.87033029, -87.63101446)"
