Building ID,Address,Zip,Cohort - Sector,Cohort - Size,Verification Year,Community Area Name,Community Area Number,Ward,Latitude,Longitude,Location
159103,121 W Chestnut St,60610,Residential,"50,000 - 250,000 Sq Ft",2019,NEAR NORTH SIDE,8,2,41.8975933,-87.63238627,"(41.8975933, -87.63238627)"
159525,233 E Wacker Dr,60601,Residential,"> 250,000 Sq Ft",2021,LOOP,32,42,41.88761895,-87.6212023,"(41.88761895, -87.6212023)"
254347,1900 W JACKSON BLVD,60612,Municipal,"> 250,000 Sq Ft",2019,Near West Side,28,27,41.8768705,-87.68381102,"(41.8768705, -87.68381102)"
251248,737 W Washington Blvd,60661,Residential,"> 250,000 Sq Ft",2021,NEAR WEST SIDE,28,42,41.883111,-87.646771,"(41.883111, -87.646771)"
156576,815 W Van Buren St,60607,Commercial,"50,000 - 250,000 Sq Ft",2021,NEAR WEST SIDE,28,25,41.87638333,-87.64804242,"(41.87638333, -87.64804242)"
175025,2600 W BALMORAL AVE,60625,Residential,"50,000 - 250,000 Sq Ft",2019,LINCOLN SQUARE,4,40,41.97208235,-87.70234945,"(41.97208235, -87.70234945)"
250114,116 W Elm St,60610,Municipal,"50,000 - 250,000 Sq Ft",2019,NEAR NORTH SIDE,8,27,41.903163,-87.631828,"(41.903163, -87.631828)"
251514,1404 E 70th St,60637,Municipal,"50,000 - 250,000 Sq Ft",2019,SOUTH SHORE,43,5,41.767843,-87.590785,"(41.767843, -87.590785)"
165439,610 S Michigan Ave,60605,Commercial,"50,000 - 250,000 Sq Ft",2019,LOOP,32,42,41.87405317,-87.62482805,"(41.87405317, -87.62482805)"
173867,4918 N SHERIDAN RD,60640,Residential,"50,000 - 250,000 Sq Ft",2019,UPTOWN,3,48,41.97223008,-87.6645957,"(41.97223008, -87.6645957)"
251900,4201 W Henderson St,60641,Municipal,"50,000 - 250,000 Sq Ft",2019,IRVING PARK,16,30,41.94126828,-87.73387796,"(41.94126828, -87.73387796)"
235739,1000 N Lake Shore Plz,60611,Residential,"> 250,000 Sq Ft",2021,NEAR NORTH SIDE,8,42,41.900978,-87.624275,"(41.900978, -87.624275)"
126141,839 W 79TH ST,60620,Commercial,"50,000 - 250,000 Sq Ft",2019,AUBURN GRESHAM,71,17,41.75038125,-87.64569148,"(41.75038125, -87.64569148)"
135082,320 S Plymouth Ct,60604,Commercial,"50,000 - 250,000 Sq Ft",2021,LOOP,32,4,41.87769046,-87.62901128,"(41.87769046, -87.62901128)"
251563,2524 S Central Ave,60623,Municipal,"50,000 - 250,000 Sq Ft",2019,AUSTIN,25,29,41.869894,-87.764317,"(41.869894, -87.764317)"
239695,1550 N Lake Shore Dr,60610,Residential,"> 250,000 Sq Ft",2019,NEAR NORTH SIDE,8,43,41.9109805,-87.62673635,"(41.9109805, -87.62673635)"
160445,1350 N Wells St,60610,Residential,"> 250,000 Sq Ft",2019,NEAR NORTH SIDE,8,2,41.90706428,-87.63503986,"(41.90706428, -87.63503986)"
175046,737 W CORNELIA AVE,60657,Residential,"50,000 - 250,000 Sq Ft",2019,LAKE VIEW,6,44,41.9398511,-87.65844752,"(41.9398511, -87.65844752)"
234897,55 E Erie St,60611,Residential,"> 250,000 Sq Ft",2021,NEAR NORTH SIDE,8,42,41.89394834,-87.6261195,"(41.89394834, -87.6261195)"
231536,1212 N Wells St,60610,Residential,"50,000 - 250,000 Sq Ft",2021,NEAR NORTH SIDE,8,2,41.90436982,-87.63501568,"(41.90436982, -87.63501568)"
251946,1000 N Lake Shore Drive,60611,Residential,"> 250,000 Sq Ft",2019,NEAR NORTH SIDE,8,42,41.900883,-87.624237,"(41.900883, -87.624237)"
124056,211 223 S STATE ST,60604,Commercial,"50,000 - 250,000 Sq Ft",2019,LOOP,32,42,41.8789412,-87.62766418,"(41.8789412, -87.62766418)"
105034,5030 N Marine Dr,60640,Residential,"> 250,000 Sq Ft",2021,UPTOWN,3,48,41.97403176,-87.65193469,"(41.97403176, -87.65193469)"
156856,2800 - 2812 N Sheridan Rd,60657,Commercial,"50,000 - 250,000 Sq Ft",2021,LAKE VIEW,6,44,41.93320344,-87.63984213,"(41.93320344, -87.63984213)"
251371,2221 S LAWNDALE ST,60623,Municipal,"50,000 - 250,000 Sq Ft",2019,SOUTH LAWNDALE,30,22,41.85122278,-87.71687281,"(41.85122278, -87.71687281)"
254512,347 W Chestnut St,60610,Commercial,"> 250,000 Sq Ft",2021,NEAR NORTH SIDE,8,27,41.90412113,-87.63142484,"(41.90412113, -87.63142484)"
160278,2851 S King Dr,60616,Residential,"> 250,000 Sq Ft",2019,DOUGLAS,35,4,41.8426876,-87.61626372,"(41.8426876, -87.61626372)"
250027,300 N Central Park Ave,60624,Municipal,"> 250,000 Sq Ft",2019,EAST GARFIELD PARK,27,28,41.88626194,-87.7179624,"(41.88626194, -87.7179624)"
255743,730 South Clark Street,60605,Residential,"> 250,000 Sq Ft",2019,LOOP,32,4,41.86815,-87.62702,"(41.86815, -87.62702)"
173322,8560 S Cottage Grove Ave,60619,Commercial,"> 250,000 Sq Ft",2021,CHATHAM,44,6,41.73932767,-87.60676683,"(41.73932767, -87.60676683)"
173635,125 W OHIO ST,60654,Residential,"50,000 - 250,000 Sq Ft",2019,NEAR NORTH SIDE,8,42,41.89198218,-87.63699623,"(41.89198218, -87.63699623)"
160411,7717 N PAULINA ST,60626,Residential,"50,000 - 250,000 Sq Ft",2019,ROGERS PARK,1,49,42.02171992,-87.67272218,"(42.02171992, -87.67272218)"
101980,30 E Lake St,60601,Municipal,"> 250,000 Sq Ft",2019,LOOP,32,42,41.88606565,-87.62685764,"(41.88606565, -87.62685764)"
254357,2012 W 17th St,60608,Residential,"50,000 - 250,000 Sq Ft",2021,Near West Side,28,25,41.85934726,-87.65346588,"(41.85934726, -87.65346588)"
175910,4432 4444 W WEST END AVE,60624,Residential,"50,000 - 250,000 Sq Ft",2019,WEST GARFIELD PARK,26,28,41.8808242,-87.72327934,"(41.8808242, -87.72327934)"
250102,2111 N Halsted St,60614,Municipal,"50,000 - 250,000 Sq Ft",2019,LINCOLN PARK,7,43,41.92026783,-87.64782227,"(41.92026783, -87.64782227)"
250044,10309 S Morgan St,60643,Municipal,"50,000 - 250,000 Sq Ft",2019,WASHINGTON HEIGHTS,73,34,41.70660224,-87.64706411,"(41.70660224, -87.64706411)"
120958,156 N Jefferson St,60661,Commercial,"50,000 - 250,000 Sq Ft",2019,NEAR WEST SIDE,28,42,41.88491064,-87.64276724,"(41.88491064, -87.64276724)"
251394,6140 S Melvina Ave,60638,Municipal,"50,000 - 250,000 Sq Ft",2019,CLEARING,64,13,41.77825461,-87.77898519,"(41.77825461, -87.77898519)"
251760,2031 S Peoria St,60608,Municipal,"50,000 - 250,000 Sq Ft",2019,LOWER WEST SIDE,31,11,41.85437796,-87.64784268,"(41.85437796, -87.64784268)"
159981,7447 S South Shore Dr,60649,Residential,"> 250,000 Sq Ft",2019,SOUTH SHORE,43,7,41.761112,-87.557639,"(41.761112, -87.557639)"
251694,145 S Campbell Ave,60612,Municipal,"50,000 - 250,000 Sq Ft",2019,NEAR WEST SIDE,28,27,41.87903492,-87.68824971,"(41.87903492, -87.68824971)"
251447,8500 S Wood,60620,Municipal,"50,000 - 250,000 Sq Ft",2019,AUBURN GRESHAM,71,21,41.73927,-87.668041,"(41.73927, -87.668041)"
136784,5107 W Jackson Blvd,60644,Commercial,"50,000 - 250,000 Sq Ft",2019,AUSTIN,25,28,41.87643089,-87.75408077,"(41.87643089, -87.75408077)"
250133,4620 S Damen Ave,60609,Commercial,"50,000 - 250,000 Sq Ft",2021,NEW CITY,61,12,41.80988111,-87.67451119,"(41.80988111, -87.67451119)"
254353,1415 N KINGSBURY ST,60642,Commercial,"50,000 - 250,000 Sq Ft",2020,NEAR NORTH SIDE,8,27,41.89547594,-87.66035628,"(41.89547594, -87.66035628)"
132388,3913 3959 W MADISON ST,60624,Commercial,"50,000 - 250,000 Sq Ft",2019,WEST GARFIELD PARK,26,28,41.88046952,-87.72470294,"(41.88046952, -87.72470294)"
128800,155 E Superior St,60611,Commercial,"50,000 - 250,000 Sq Ft",2021,NEAR NORTH SIDE,8,42,41.89555178,-87.62318088,"(41.89555178, -87.62318088)"
251676,6110 N Fairfield Ave,60659,Municipal,"50,000 - 250,000 Sq Ft",2019,WEST RIDGE,2,40,41.99283931,-87.69864793,"(41.99283931, -87.69864793)"
119071,1154 S Clark St,60605,Commercial,"> 250,000 Sq Ft",2021,LOOP,32,4,41.86825877,-87.63109732,"(41.86825877, -87.63109732)"
157170,201 N CLARK ST,60601,Commercial,"50,000 - 250,000 Sq Ft",2019,LOOP,32,42,41.88592007,-87.63017148,"(41.88592007, -87.63017148)"
254989,2330 N HALSTED ST,60614,Commercial,"50,000 - 250,000 Sq Ft",2019,Lincoln Park,7,43,41.92416242,-87.64878559,"(41.92416242, -87.64878559)"
255937,710 W Grand Ave,60654,Residential,"50,000 - 250,000 Sq Ft",2019,WEST TOWN,24,27,41.89213,-87.63513,"(41.89213, -87.63513)"
251590,3330 W 71st St,60629,Municipal,"50,000 - 250,000 Sq Ft",2019,CHICAGO LAWN,66,17,41.764373,-87.705686,"(41.764373, -87.705686)"
160355,1133 N Dearborn St,60610,Residential,"> 250,000 Sq Ft",2021,NEAR NORTH SIDE,8,2,41.90283681,-87.62951363,"(41.90283681, -87.62951363)"
251633,4650 N Menard Ave,60630,Municipal,"50,000 - 250,000 Sq Ft",2019,PORTAGE PARK,15,45,41.96561772,-87.77267131,"(41.96561772, -87.77267131)"
255147,2200 W. Harrison St.,60612,Commercial,"50,000 - 250,000 Sq Ft",2019,Near West Side,28,28,41.8776449,-87.6741299,"(41.8776449, -87.6741299)"
167641,4217 W 18th St,60623,Municipal,"50,000 - 250,000 Sq Ft",2019,NORTH LAWNDALE,29,24,41.856933,-87.730587,"(41.856933, -87.730587)"
163223,10909 S Cottage Grove Ave,60628,Commercial,"50,000 - 250,000 Sq Ft",2021,PULLMAN,50,9,41.69635381,-87.60821945,"(41.69635381, -87.60821945)"
173495,7400 W Touhy,60631,Commercial,"50,000 - 250,000 Sq Ft",2021,EDISON PARK,9,41,42.011611,-87.811524,"(42.011611, -87.811524)"
233920,860 W Blackhawk St,60642,Residential,"> 250,000 Sq Ft",2021,NEAR NORTH SIDE,8,2,41.90876793,-87.65062844,"(41.90876793, -87.65062844)"
159287,901 903 S Ashland Ave,60607,Residential,"> 250,000 Sq Ft",2021,NEAR WEST SIDE,28,28,41.86976757,-87.66601375,"(41.86976757, -87.66601375)"
251578,10740 S Calhoun Ave,60617,Municipal,"50,000 - 250,000 Sq Ft",2019,SOUTH DEERING,51,10,41.69976566,-87.56232296,"(41.69976566, -87.56232296)"
160954,950 E 59TH,60637,Commercial,"50,000 - 250,000 Sq Ft",2019,HYDE PARK,41,5,41.787764,-87.602285,"(41.787764, -87.602285)"
172385,212 S Francisco Ave,60612,Commercial,"50,000 - 250,000 Sq Ft",2019,EAST GARFIELD PARK,27,27,41.87772116,-87.69919067,"(41.87772116, -87.69919067)"
160436,747 N Wabash Ave,60611,Residential,"> 250,000 Sq Ft",2019,NEAR NORTH SIDE,8,42,41.89638889,-87.62646498,"(41.89638889, -87.62646498)"
252094,1110 N Lake Shore Dr,60611,Residential,"50,000 - 250,000 Sq Ft",2021,NEAR NORTH SIDE,8,2,41.90282478,-87.62497673,"(41.90282478, -87.62497673)"
260042,333 E Ontario St,60611,Residential,"> 250,000 Sq Ft",2019,NEAR NORTH SIDE,8,42,41.89322808,-87.61866416,"(41.89322808, -87.61866416)"
135620,8704 S CONSTANCE AVE,60617,Commercial,"50,000 - 250,000 Sq Ft",2019,CALUMET HEIGHTS,48,8,41.73672851,-87.57979181,"(41.73672851, -87.57979181)"
173872,5244 N Lakewood Ave,60640,Commercial,"50,000 - 250,000 Sq Ft",2019,EDGEWATER,77,48,41.97770539,-87.66277713,"(41.97770539, -87.66277713)"
121102,1333 W Belmont Ave,60657,Commercial,"50,000 - 250,000 Sq Ft",2021,LAKE VIEW,6,32,41.93972142,-87.66227322,"(41.93972142, -87.66227322)"
250167,162 N State St,60601,Residential,"> 250,000 Sq Ft",2021,LOOP,32,42,41.88496713,-87.62836653,"(41.88496713, -87.62836653)"
173846,3300 N Campbell Ave,60618,Commercial,"50,000 - 250,000 Sq Ft",2021,NORTH CENTER,5,47,41.94215703,-87.69147854,"(41.94215703, -87.69147854)"
100668,3245 W ARTHINGTON ST,60624,Commercial,"> 250,000 Sq Ft",2019,EAST GARFIELD PARK,27,24,41.8704933,-87.70743828,"(41.8704933, -87.70743828)"
161103,618 S Michigan Ave,60605,Commercial,"50,000 - 250,000 Sq Ft",2019,LOOP,32,42,41.87381015,-87.62479645,"(41.87381015, -87.62479645)"
173622,444 W Jackson Blvd,60606,Commercial,"50,000 - 250,000 Sq Ft",2019,NEAR WEST SIDE,28,42,41.87808768,-87.63895016,"(41.87808768, -87.63895016)"
105785,5528 5530 S HYDE PARK BLVD,60637,Residential,"50,000 - 250,000 Sq Ft",2019,HYDE PARK,41,5,41.78046327,-87.6053081,"(41.78046327, -87.6053081)"
250045,6220 S Stony Island Ave,60637,Municipal,"> 250,000 Sq Ft",2019,WOODLAWN,42,5,41.78216916,-87.58726468,"(41.78216916, -87.58726468)"
157587,645 S CENTRAL AVE,60644,Commercial,"50,000 - 250,000 Sq Ft",2019,AUSTIN,25,29,41.89244639,-87.76497511,"(41.89244639, -87.76497511)"
251393,4540 N Campbell Ave,60625,Municipal,"50,000 - 250,000 Sq Ft",2019,LINCOLN SQUARE,4,47,41.96422755,-87.69196346,"(41.96422755, -87.69196346)"
260127,18 28 S Michigan Ave,60603,Commercial,"50,000 - 250,000 Sq Ft",2021,LOOP,32,42,41.88150489,-87.6245097,"(41.88150489, -87.6245097)"
158668,2720 N Sheffield Ave,60614,Municipal,"50,000 - 250,000 Sq Ft",2019,LINCOLN PARK,7,43,41.93174258,-87.65422701,"(41.93174258, -87.65422701)"
160283,345 E Ohio St,60611,Residential,"> 250,000 Sq Ft",2019,NEAR NORTH SIDE,8,42,41.8922506,-87.61908765,"(41.8922506, -87.61908765)"
157159,1100 S Canal St,60607,Commercial,"> 250,000 Sq Ft",2019,NEAR WEST SIDE,28,25,41.86969988,-87.6396519,"(41.86969988, -87.6396519)"
175185,1949 1959 E 71ST ST,60649,Residential,"50,000 - 250,000 Sq Ft",2021,SOUTH SHORE,43,5,41.76259226,-87.57231648,"(41.76259226, -87.57231648)"
236031,208 W Washington St,60606,Residential,"> 250,000 Sq Ft",2021,LOOP,32,42,41.883288,-87.634142,"(41.883288, -87.634142)"
101199,4934 S Wabash Ave,60615,Municipal,"> 250,000 Sq Ft",2019,GRAND BOULEVARD,38,3,41.80402453,-87.62487175,"(41.80402453, -87.62487175)"
144123,5726 5744 S DR MARTIN LUTHER KING JR DR,60637,Residential,"50,000 - 250,000 Sq Ft",2019,WASHINGTON PARK,40,20,41.78046327,-87.6053081,"(41.78046327, -87.6053081)"
232062,1717 S Prairie Ave,60616,Residential,"> 250,000 Sq Ft",2021,NEAR SOUTH SIDE,33,3,41.85847515,-87.61984803,"(41.85847515, -87.61984803)"
252040,5720 S Ellis Ave,60637,Commercial,"50,000 - 250,000 Sq Ft",2021,HYDE PARK,41,5,41.79106711,-87.60164712,"(41.79106711, -87.60164712)"
251227,372 W Ontario St,60654,Commercial,"50,000 - 250,000 Sq Ft",2019,NEAR NORTH SIDE,8,42,41.89315786,-87.63853058,"(41.89315786, -87.63853058)"
118140,1030 W DIVISION ST,60642,Commercial,"50,000 - 250,000 Sq Ft",2019,NEAR NORTH SIDE,8,27,41.90475083,-87.65433247,"(41.90475083, -87.65433247)"
121038,163 W 87th St,60620,Commercial,"50,000 - 250,000 Sq Ft",2021,CHATHAM,44,21,41.73499475,-87.62900963,"(41.73499475, -87.62900963)"
159736,4848 N Winthrop Ave,60640,Residential,"> 250,000 Sq Ft",2019,UPTOWN,3,46,41.97071156,-87.65797598,"(41.97071156, -87.65797598)"
260091,5550 5556 S DORCHESTER AVE,60637,Residential,"50,000 - 250,000 Sq Ft",2021,HYDE PARK,41,5,41.78046327,-87.6053081,"(41.78046327, -87.6053081)"
251469,917 W 88th St,60620,Municipal,"50,000 - 250,000 Sq Ft",2019,AUBURN GRESHAM,71,21,41.73386023,-87.64687304,"(41.73386023, -87.64687304)"
121043,209 W Jackson Blvd,60606,Commercial,"50,000 - 250,000 Sq Ft",2021,LOOP,32,42,41.87809351,-87.63415988,"(41.87809351, -87.63415988)"
250072,3939 - 3983 S Lake Park Ave,60653,Municipal,"> 250,000 Sq Ft",2019,OAKLAND,36,4,41.82392056,-87.6026878,"(41.82392056, -87.6026878)"
162224,5416 S Cornell Ave,60615,Commercial,"50,000 - 250,000 Sq Ft",2021,HYDE PARK,41,5,41.79776237,-87.5860215,"(41.79776237, -87.5860215)"
160237,134 N LaSalle St,60602,Commercial,"50,000 - 250,000 Sq Ft",2019,LOOP,32,42,41.88412485,-87.63273874,"(41.88412485, -87.63273874)"
157955,720 S Michigan Ave,60605,Residential,"> 250,000 Sq Ft",2021,LOOP,32,4,41.87250897,-87.6251104,"(41.87250897, -87.6251104)"
156876,60 W Walton St,60610,Commercial,"50,000 - 250,000 Sq Ft",2019,NEAR NORTH SIDE,8,2,41.90002028,-87.63060779,"(41.90002028, -87.63060779)"
119564,501 525 N CENTRAL AVE,60644,Residential,"50,000 - 250,000 Sq Ft",2019,AUSTIN,25,37,41.88039405,-87.75826967,"(41.88039405, -87.75826967)"
175834,730 N Franklin St,60654,Commercial,"50,000 - 250,000 Sq Ft",2019,NEAR NORTH SIDE,8,42,41.89571538,-87.6356947,"(41.89571538, -87.6356947)"
160085,55 E Pearson St,60611,Residential,"> 250,000 Sq Ft",2019,NEAR NORTH SIDE,8,42,41.89727458,-87.62635153,"(41.89727458, -87.62635153)"
251263,111 W Maple St,60610,Commercial,"> 250,000 Sq Ft",2021,NEAR NORTH SIDE,8,2,41.901803,-87.632451,"(41.901803, -87.632451)"
157997,407 415 S DEARBORN ST,60605,Commercial,"50,000 - 250,000 Sq Ft",2021,LOOP,32,4,41.88980526,-87.62932907,"(41.88980526, -87.62932907)"
240284,2700 N Hampden Ct,60614,Residential,"50,000 - 250,000 Sq Ft",2021,LINCOLN PARK,7,43,41.93080836,-87.64197735,"(41.93080836, -87.64197735)"
158391,127 W Huron St,60654,Residential,"50,000 - 250,000 Sq Ft",2019,NEAR NORTH SIDE,8,42,41.89465307,-87.6321365,"(41.89465307, -87.6321365)"
251577,8010 S Kostner Ave,60652,Municipal,"50,000 - 250,000 Sq Ft",2019,ASHBURN,70,18,41.74715467,-87.73233829,"(41.74715467, -87.73233829)"
260104,5101 5113 S INGLESIDE AVE,60615,Residential,"50,000 - 250,000 Sq Ft",2019,HYDE PARK,41,5,41.80224043,-87.60332678,"(41.80224043, -87.60332678)"
254151,1430 N Astor St,60610,Residential,"50,000 - 250,000 Sq Ft",2019,NEAR NORTH SIDE,8,43,41.9086825,-87.62773,"(41.9086825, -87.62773)"
251894,6821 S Normal,60621,Municipal,"50,000 - 250,000 Sq Ft",2019,ENGLEWOOD,68,6,41.77034,-87.637238,"(41.77034, -87.637238)"
250086,1845 N Larrabee St,60614,Municipal,"50,000 - 250,000 Sq Ft",2019,LINCOLN PARK,7,43,41.91596125,-87.64326488,"(41.91596125, -87.64326488)"
165924,600 W Diversey Pkwy,60614,Residential,"> 250,000 Sq Ft",2021,LAKE VIEW,6,44,41.93284849,-87.64381155,"(41.93284849, -87.64381155)"
251568,4355 N Linder Ave,60641,Municipal,"50,000 - 250,000 Sq Ft",2019,PORTAGE PARK,15,38,41.96026421,-87.76436775,"(41.96026421, -87.76436775)"
251910,2021 N Point St,60647,Municipal,"50,000 - 250,000 Sq Ft",2019,LOGAN SQUARE,22,1,41.91821493,-87.69423382,"(41.91821493, -87.69423382)"
173639,119 - 123 Madison St,60602,Commercial,"50,000 - 250,000 Sq Ft",2019,LOOP,32,42,41.881948,-87.63132,"(41.881948, -87.63132)"
251209,9230 S Burley Ave,60617,Residential,"50,000 - 250,000 Sq Ft",2019,SOUTH CHICAGO,46,10,41.72738,-87.545611,"(41.72738, -87.545611)"
254569,833 N Clark St,60610,Residential,"> 250,000 Sq Ft",2019,NEAR NORTH SIDE,8,2,41.90412113,-87.63142484,"(41.90412113, -87.63142484)"
171991,6449 S Kilbourn Ave,60629,Commercial,"50,000 - 250,000 Sq Ft",2021,WEST LAWN,65,13,41.775874,-87.734841,"(41.775874, -87.734841)"
174260,4753 N Broadway St,60640,Commercial,"50,000 - 250,000 Sq Ft",2019,UPTOWN,3,46,41.96873677,-87.65917186,"(41.96873677, -87.65917186)"
251479,3800 N New England Ave,60634,Municipal,"50,000 - 250,000 Sq Ft",2019,DUNNING,17,38,41.94967069,-87.7993905,"(41.94967069, -87.7993905)"
251560,3434 W 77th St,60652,Municipal,"50,000 - 250,000 Sq Ft",2019,ASHBURN,70,18,41.75376157,-87.70893328,"(41.75376157, -87.70893328)"
251456,1414 E 61st Pl,60637,Municipal,"50,000 - 250,000 Sq Ft",2019,WOODLAWN,42,20,41.78362835,-87.59105171,"(41.78362835, -87.59105171)"
103314,1333 N CLEVELAND AVE,60610,Residential,"50,000 - 250,000 Sq Ft",2019,NEAR NORTH SIDE,8,27,41.9037528,-87.63558845,"(41.9037528, -87.63558845)"
128007,7248 7256 N WESTERN AVE,60645,Residential,"50,000 - 250,000 Sq Ft",2019,WEST RIDGE,2,50,42.00880199,-87.69502812,"(42.00880199, -87.69502812)"
250032,3843 N California Ave,60618,Municipal,"50,000 - 250,000 Sq Ft",2019,IRVING PARK,16,33,41.951063,-87.698166,"(41.951063, -87.698166)"
251880,5815 S Homan Ave,60629,Municipal,"50,000 - 250,000 Sq Ft",2019,GAGE PARK,63,23,41.78740764,-87.70774371,"(41.78740764, -87.70774371)"
254539,6400 W Berteau,60634,Residential,"> 250,000 Sq Ft",2019,DUNNING,17,38,41.93831557,-87.78903681,"(41.93831557, -87.78903681)"
251516,9928 S Crandon Ave,60617,Municipal,"50,000 - 250,000 Sq Ft",2019,SOUTH DEERING,51,7,41.71441592,-87.56747652,"(41.71441592, -87.56747652)"
251440,2040 W 62nd St,60636,Municipal,"50,000 - 250,000 Sq Ft",2019,WEST ENGLEWOOD,67,16,41.78167452,-87.67567936,"(41.78167452, -87.67567936)"
105412,2255 2257 N SAWYER AVE,60647,Residential,"50,000 - 250,000 Sq Ft",2019,LOGAN SQUARE,22,32,41.92075046,-87.70152825,"(41.92075046, -87.70152825)"
135007,150 N Clinton St,60661,Commercial,"50,000 - 250,000 Sq Ft",2021,NEAR WEST SIDE,28,42,41.88477893,-87.64127771,"(41.88477893, -87.64127771)"
231486,4170 N Marine Dr,60613,Residential,"> 250,000 Sq Ft",2021,UPTOWN,3,46,41.95765183,-87.6471076,"(41.95765183, -87.6471076)"
251344,3570 N Elston Ave,60618,Commercial,"50,000 - 250,000 Sq Ft",2021,AVONDALE,21,35,41.94511719,-87.70845236,"(41.94511719, -87.70845236)"
255952,221 W Hubbard St,60654,Residential,"> 250,000 Sq Ft",2019,NEAR NORTH SIDE,8,42,41.89213,-87.63513,"(41.89213, -87.63513)"
156942,1005 E 60th St,60637,Residential,"50,000 - 250,000 Sq Ft",2021,WOODLAWN,42,20,41.78528948,-87.60016256,"(41.78528948, -87.60016256)"
251485,5500 W Madison St,60644,Municipal,"50,000 - 250,000 Sq Ft",2019,AUSTIN,25,29,41.88090411,-87.76377405,"(41.88090411, -87.76377405)"
251635,11941 S PARNELL AVE,60628,Municipal,"50,000 - 250,000 Sq Ft",2019,WEST PULLMAN,53,34,41.70172785,-87.63694332,"(41.70172785, -87.63694332)"
251526,2828 N Kilbourn Ave,60641,Municipal,"50,000 - 250,000 Sq Ft",2019,HERMOSA,20,31,41.93235271,-87.74015991,"(41.93235271, -87.74015991)"
254376,416 N LARAMIE AVE,60644,Commercial,"50,000 - 250,000 Sq Ft",2019,Austin,25,37,41.88332665,-87.76501769,"(41.88332665, -87.76501769)"
251654,8150 S Bishop St,60620,Municipal,"50,000 - 250,000 Sq Ft",2019,AUBURN GRESHAM,71,21,41.74519291,-87.66017258,"(41.74519291, -87.66017258)"
172443,1515 W Monroe St,60607,Commercial,"50,000 - 250,000 Sq Ft",2019,NEAR WEST SIDE,28,28,41.8798706,-87.66545672,"(41.8798706, -87.66545672)"
101869,333 N Dearborn,60654,Residential,"50,000 - 250,000 Sq Ft",2019,NEAR NORTH SIDE,8,42,41.88833261,-87.62950362,"(41.88833261, -87.62950362)"
251708,4200 N Richmond St,60618,Municipal,"50,000 - 250,000 Sq Ft",2019,IRVING PARK,16,33,41.9578044,-87.70261434,"(41.9578044, -87.70261434)"
251874,7424 S Morgan St,60621,Municipal,"50,000 - 250,000 Sq Ft",2019,ENGLEWOOD,68,17,41.75900636,-87.64938411,"(41.75900636, -87.64938411)"
255949,3630 N Clark St,60613,Commercial,"50,000 - 250,000 Sq Ft",2019,LAKE VIEW,6,44,41.95481,-87.65036,"(41.95481, -87.65036)"
251396,2819 W 21st Pl,60623,Municipal,"50,000 - 250,000 Sq Ft",2019,SOUTH LAWNDALE,30,12,41.85254282,-87.69629775,"(41.85254282, -87.69629775)"
101804,401 N Michigan Ave,60611,Commercial,"> 250,000 Sq Ft",2019,NEAR NORTH SIDE,8,42,41.88961452,-87.62297649,"(41.88961452, -87.62297649)"
101868,300 S Wacker Dr,60606,Commercial,"> 250,000 Sq Ft",2021,LOOP,32,42,41.87767066,-87.6371323,"(41.87767066, -87.6371323)"
251719,3020 N Lamon Ave,60641,Municipal,"50,000 - 250,000 Sq Ft",2019,BELMONT CRAGIN,19,31,41.93560317,-87.74994734,"(41.93560317, -87.74994734)"
160399,400 N McClurg Ct,60611,Residential,"> 250,000 Sq Ft",2021,NEAR NORTH SIDE,8,42,41.88919665,-87.61813032,"(41.88919665, -87.61813032)"
254379,5105 S HARPER AVE,60615,Residential,"> 250,000 Sq Ft",2021,Hyde Park,41,4,41.80094328,-87.58894822,"(41.80094328, -87.58894822)"
159534,420 E Ohio St,60611,Residential,"> 250,000 Sq Ft",2019,NEAR NORTH SIDE,8,42,41.8928582,-87.61664044,"(41.8928582, -87.61664044)"
101799,200 S Wacker Dr,60606,Commercial,"> 250,000 Sq Ft",2019,LOOP,32,42,41.87902474,-87.63734431,"(41.87902474, -87.63734431)"
160067,505 N Michigan Ave,60611,Residential,"> 250,000 Sq Ft",2021,NEAR NORTH SIDE,8,42,41.8912,-87.624091,"(41.8912, -87.624091)"
160046,444 W Lake St,60606,Commercial,"> 250,000 Sq Ft",2019,NEAR WEST SIDE,28,42,41.88575088,-87.63930148,"(41.88575088, -87.63930148)"
127079,35 N State St,60602,Commercial,"50,000 - 250,000 Sq Ft",2019,LOOP,32,42,41.88297354,-87.62783343,"(41.88297354, -87.62783343)"
252027,8130 S California Ave,60652,Commercial,"50,000 - 250,000 Sq Ft",2019,ASHBURN,70,18,41.74503507,-87.69334699,"(41.74503507, -87.69334699)"
254979,3520 W FIFTH AVE,60624,Residential,"50,000 - 250,000 Sq Ft",2019,East Garfield Park,27,28,41.87627688,-87.71394285,"(41.87627688, -87.71394285)"
251649,8716 S Wallace St,60620,Municipal,"50,000 - 250,000 Sq Ft",2019,AUBURN GRESHAM,71,21,41.73526106,-87.6395147,"(41.73526106, -87.6395147)"
251945,916 S Wabash Ave,60605,Commercial,"50,000 - 250,000 Sq Ft",2019,LOOP,32,4,41.870306,-87.62591,"(41.870306, -87.62591)"
175780,5020 5030 S WOODLAWN AVE,60615,Residential,"50,000 - 250,000 Sq Ft",2019,KENWOOD,39,4,41.80224043,-87.60332678,"(41.80224043, -87.60332678)"
